source,1h,24h,7d
nyt,17,181,329
wsj,8,102,262
nypost,6,66,80
bbc,5,78,233
cbc,0,28,39
latimes,0,27,149
startribune,0,10,10
missionlocal,0,7,31
wapo,0,5,8
48hills,0,3,10
eltecolote,0,0,1
toi,0,0,0
