source,1h,24h,7d
nyt,0,58,254
nypost,0,57,80
bbc,0,42,227
wsj,0,32,256
cbc,0,14,40
latimes,0,13,147
wapo,0,12,26
startribune,0,10,10
chitri,0,6,141
missionlocal,0,2,31
48hills,0,1,10
eltecolote,0,0,0
toi,0,0,0
