source,1h,24h,7d
wsj,5,103,240
nyt,3,124,282
bbc,1,93,208
latimes,1,27,156
nypost,0,64,80
wapo,0,21,43
startribune,0,10,10
cbc,0,9,20
missionlocal,0,6,31
48hills,0,3,10
eltecolote,0,2,4
toi,0,0,0
