source,1h,24h,7d
bbc,3,100,220
wsj,1,105,260
nyt,0,144,302
nypost,0,69,80
latimes,0,27,168
wapo,0,19,38
cbc,0,12,37
startribune,0,10,10
missionlocal,0,7,26
48hills,0,4,10
eltecolote,0,0,0
toi,0,0,0
