source,1h,24h,7d
nyt,2,157,281
wsj,1,62,205
bbc,0,81,225
nypost,0,60,78
wapo,0,38,54
latimes,0,19,168
cbc,0,16,33
startribune,0,10,10
missionlocal,0,4,29
48hills,0,4,10
eltecolote,0,0,6
toi,0,0,0
