source,1h,24h,7d
startribune,1,10,10
nyt,0,97,267
nypost,0,62,80
bbc,0,61,232
wsj,0,60,242
latimes,0,19,145
cbc,0,14,39
missionlocal,0,7,31
wapo,0,5,14
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
