source,1h,24h,7d
nyt,18,192,327
wsj,18,129,252
bbc,10,93,220
nypost,6,67,80
wapo,3,10,19
missionlocal,1,4,29
latimes,0,27,153
cbc,0,25,39
startribune,0,8,8
48hills,0,5,10
eltecolote,0,2,3
toi,0,0,0
