source,1h,24h,7d
bbc,12,104,226
nypost,12,79,80
latimes,12,28,155
wsj,7,91,246
nyt,6,123,261
wapo,5,20,33
cbc,0,19,38
startribune,0,8,10
missionlocal,0,4,31
48hills,0,3,10
eltecolote,0,1,3
toi,0,0,0
