source,1h,24h,7d
nypost,6,48,80
nyt,5,129,283
wsj,1,67,260
bbc,1,63,224
startribune,1,9,10
latimes,0,21,158
wapo,0,20,39
cbc,0,15,39
missionlocal,0,8,31
48hills,0,3,10
eltecolote,0,0,7
toi,0,0,0
