source,1h,24h,7d
nyt,6,65,250
nypost,2,51,80
bbc,2,30,217
wsj,1,32,176
wapo,1,12,23
startribune,1,6,10
latimes,0,14,152
cbc,0,6,37
missionlocal,0,2,29
48hills,0,2,10
eltecolote,0,0,2
toi,0,0,0
