source,1h,24h,7d
nyt,3,108,284
wsj,0,62,259
nypost,0,49,80
bbc,0,38,223
latimes,0,16,189
cbc,0,12,39
startribune,0,10,10
wapo,0,7,13
missionlocal,0,6,30
48hills,0,0,10
eltecolote,0,0,3
toi,0,0,0
