source,1h,24h,7d
nyt,0,143,281
wsj,0,107,258
bbc,0,94,225
nypost,0,70,80
chitri,0,30,165
latimes,0,26,145
cbc,0,11,40
wapo,0,11,21
startribune,0,10,10
missionlocal,0,6,31
48hills,0,3,10
eltecolote,0,0,0
toi,0,0,0
