source,1h,24h,7d
latimes,9,29,147
nyt,8,203,319
bbc,5,85,217
nypost,4,67,78
wapo,4,50,96
wsj,1,115,261
chitri,1,28,149
startribune,1,10,10
cbc,0,14,40
missionlocal,0,10,31
48hills,0,6,10
eltecolote,0,0,0
toi,0,0,0
