source,1h,24h,7d
bbc,1,80,221
nyt,0,132,273
wsj,0,94,246
nypost,0,75,78
latimes,0,30,160
wapo,0,15,28
cbc,0,12,37
startribune,0,8,8
48hills,0,4,10
missionlocal,0,1,31
eltecolote,0,1,4
toi,0,0,0
