source,1h,24h,7d
nypost,3,66,80
nyt,1,160,293
wsj,0,105,265
bbc,0,90,230
wapo,0,14,19
latimes,0,13,136
cbc,0,12,39
startribune,0,10,10
missionlocal,0,7,31
48hills,0,1,10
eltecolote,0,0,4
toi,0,0,0
