source,1h,24h,7d
nyt,20,147,281
nypost,7,53,79
wapo,6,119,146
bbc,5,100,237
startribune,5,8,8
latimes,4,48,187
wsj,3,69,214
cbc,1,19,39
missionlocal,0,5,31
48hills,0,4,10
eltecolote,0,0,1
toi,0,0,0
