source,1h,24h,7d
nyt,17,142,298
wapo,11,80,94
nypost,7,69,80
wsj,3,71,260
startribune,2,9,10
bbc,1,48,231
latimes,0,23,179
cbc,0,11,38
missionlocal,0,10,31
eltecolote,0,0,2
toi,0,0,0
