source,1h,24h,7d
nyt,12,130,299
nypost,7,50,80
wsj,3,49,252
bbc,3,46,225
latimes,1,14,144
cbc,0,11,38
startribune,0,9,9
missionlocal,0,8,31
wapo,0,8,16
48hills,0,1,10
eltecolote,0,1,1
toi,0,0,0
