source,1h,24h,7d
nyt,4,80,286
startribune,2,9,10
nypost,1,49,80
bbc,1,42,226
cbc,1,9,39
missionlocal,1,2,31
wsj,0,17,249
latimes,0,14,179
wapo,0,6,13
48hills,0,0,10
eltecolote,0,0,1
toi,0,0,0
