source,1h,24h,7d
nyt,10,85,275
wsj,4,69,259
nypost,4,61,79
bbc,4,54,234
missionlocal,2,3,31
cbc,1,7,40
latimes,0,12,151
startribune,0,9,10
wapo,0,4,10
48hills,0,1,10
eltecolote,0,0,2
toi,0,0,0
