source,1h,24h,7d
bbc,14,58,254
nyt,12,92,280
wsj,8,59,253
nypost,2,57,80
latimes,2,8,143
wapo,2,4,12
cbc,0,13,40
startribune,0,5,10
48hills,0,3,10
missionlocal,0,2,31
eltecolote,0,0,1
toi,0,0,0
