source,1h,24h,7d
nyt,12,98,257
wsj,9,54,211
wapo,3,65,104
nypost,3,53,80
startribune,1,8,8
48hills,1,2,10
bbc,0,62,202
latimes,0,12,111
cbc,0,2,31
missionlocal,0,2,22
eltecolote,0,1,3
toi,0,0,0
