source,1h,24h,7d
nyt,10,121,272
nypost,8,67,79
wsj,4,87,264
cbc,1,21,40
startribune,1,7,8
missionlocal,1,6,31
48hills,1,2,10
bbc,0,85,226
latimes,0,16,157
wapo,0,15,24
eltecolote,0,1,7
toi,0,0,0
