source,1h,24h,7d
nyt,0,141,293
bbc,0,92,215
wsj,0,91,240
nypost,0,60,78
wapo,0,22,45
latimes,0,20,151
cbc,0,20,39
startribune,0,10,10
missionlocal,0,6,31
48hills,0,6,10
eltecolote,0,2,2
toi,0,0,0
