source,1h,24h,7d
nyt,0,75,244
bbc,0,46,233
nypost,0,40,80
wsj,0,32,186
wapo,0,11,26
startribune,0,9,10
latimes,0,8,160
cbc,0,7,37
missionlocal,0,4,26
48hills,0,1,10
eltecolote,0,0,1
toi,0,0,0
