source,1h,24h,7d
nyt,0,144,281
wsj,0,98,250
bbc,0,89,229
nypost,0,58,79
latimes,0,25,151
wapo,0,24,71
cbc,0,16,37
startribune,0,10,10
missionlocal,0,5,24
48hills,0,3,10
eltecolote,0,0,2
toi,0,0,0
