source,1h,24h,7d
nyt,11,137,265
nypost,8,70,79
wsj,3,100,255
bbc,3,80,228
cbc,2,28,40
startribune,2,10,10
latimes,0,21,156
wapo,0,9,19
48hills,0,5,10
missionlocal,0,2,29
eltecolote,0,1,3
toi,0,0,0
