source,1h,24h,7d
nyt,20,149,255
nypost,10,64,79
startribune,4,10,10
wsj,2,66,209
bbc,0,76,230
latimes,0,23,152
cbc,0,12,37
wapo,0,9,20
toi,0,0,0
