source,1h,24h,7d
nyt,11,157,305
bbc,4,86,203
nypost,4,69,79
wsj,0,110,264
latimes,0,26,156
wapo,0,25,52
cbc,0,22,39
chitri,0,20,132
startribune,0,10,10
missionlocal,0,5,31
48hills,0,2,10
eltecolote,0,0,0
toi,0,0,0
