source,1h,24h,7d
nyt,29,217,304
wsj,10,121,259
nypost,10,73,77
bbc,7,100,245
cbc,1,15,39
startribune,1,10,10
wapo,0,64,113
latimes,0,30,166
missionlocal,0,5,31
48hills,0,5,10
eltecolote,0,1,1
toi,0,0,0
