source,1h,24h,7d
nyt,11,123,240
wsj,7,47,208
nypost,5,57,79
bbc,4,68,221
startribune,4,10,10
latimes,2,14,154
cbc,1,13,40
wapo,0,19,32
toi,0,0,0
