source,1h,24h,7d
wsj,11,124,253
nyt,10,149,298
nypost,9,72,80
startribune,3,10,10
latimes,2,21,137
bbc,0,100,229
cbc,0,24,40
missionlocal,0,7,31
wapo,0,6,11
48hills,0,5,10
eltecolote,0,0,2
toi,0,0,0
