source,1h,24h,7d
bbc,1,51,225
nyt,0,85,275
nypost,0,51,80
wsj,0,28,260
latimes,0,11,149
wapo,0,9,21
startribune,0,9,10
cbc,0,7,39
missionlocal,0,3,31
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
