source,1h,24h,7d
nyt,12,187,306
nypost,9,78,80
wsj,7,137,263
startribune,6,10,10
bbc,3,102,204
wapo,1,50,90
missionlocal,1,8,31
chitri,0,27,142
latimes,0,26,140
cbc,0,22,40
48hills,0,5,10
eltecolote,0,0,0
toi,0,0,0
