source,1h,24h,7d
wsj,6,43,244
nyt,4,62,270
bbc,3,42,217
cbc,1,5,40
48hills,1,1,10
latimes,0,30,152
startribune,0,8,8
nypost,0,7,20
missionlocal,0,3,31
wapo,0,2,5
eltecolote,0,0,2
toi,0,0,0
