source,1h,24h,7d
nypost,6,79,79
nyt,3,112,257
wapo,2,12,24
wsj,1,100,249
latimes,1,29,131
missionlocal,1,4,31
bbc,0,84,226
cbc,0,24,40
startribune,0,10,10
48hills,0,3,10
eltecolote,0,1,1
toi,0,0,0
