source,1h,24h,7d
nyt,16,130,283
wsj,6,116,255
bbc,5,100,211
nypost,4,66,79
startribune,1,10,10
latimes,0,39,164
cbc,0,19,40
wapo,0,11,26
48hills,0,5,10
missionlocal,0,3,31
eltecolote,0,1,3
toi,0,0,0
