source,1h,24h,7d
bbc,9,82,210
wsj,8,110,262
nypost,8,64,80
nyt,5,132,263
wapo,2,41,74
chitri,0,23,147
cbc,0,20,40
latimes,0,16,144
startribune,0,10,10
missionlocal,0,6,31
48hills,0,5,10
eltecolote,0,0,0
toi,0,0,0
