source,1h,24h,7d
nyt,3,145,286
wsj,1,110,244
nypost,1,75,80
bbc,0,77,234
cbc,0,22,37
latimes,0,20,137
startribune,0,10,10
48hills,0,6,10
wapo,0,5,14
missionlocal,0,4,30
eltecolote,0,0,0
toi,0,0,0
