source,1h,24h,7d
nyt,5,82,262
bbc,4,49,242
nypost,3,61,80
startribune,2,8,8
wsj,0,23,261
latimes,0,21,149
cbc,0,15,40
missionlocal,0,3,31
wapo,0,3,10
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
