source,1h,24h,7d
nyt,7,70,290
nypost,7,41,80
bbc,4,54,230
wsj,2,33,246
latimes,2,21,152
cbc,1,14,40
startribune,1,9,10
missionlocal,0,2,31
wapo,0,2,8
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
