source,1h,24h,7d
wsj,15,126,264
nyt,10,161,291
bbc,7,116,227
nypost,4,75,80
wapo,2,7,13
cbc,0,22,40
latimes,0,17,133
startribune,0,10,10
missionlocal,0,6,31
48hills,0,5,10
eltecolote,0,1,1
toi,0,0,0
