source,1h,24h,7d
nyt,10,145,263
nypost,7,66,80
wsj,6,115,228
wapo,4,50,69
bbc,3,98,208
latimes,1,29,120
startribune,1,10,10
48hills,1,5,10
cbc,0,15,33
missionlocal,0,3,23
eltecolote,0,1,2
toi,0,0,0
