source,1h,24h,7d
nyt,18,111,247
bbc,13,90,219
nypost,7,60,78
wsj,4,49,194
wapo,3,23,35
latimes,2,12,149
startribune,1,9,10
cbc,0,8,37
48hills,0,6,10
missionlocal,0,3,27
toi,0,0,0
