source,1h,24h,7d
nyt,5,92,282
nypost,2,49,80
wsj,2,28,241
wapo,2,15,32
startribune,1,8,10
bbc,0,43,220
latimes,0,19,150
cbc,0,12,39
missionlocal,0,3,31
48hills,0,0,10
eltecolote,0,0,5
toi,0,0,0
