source,1h,24h,7d
nyt,0,130,279
wsj,0,101,247
bbc,0,72,212
nypost,0,51,80
latimes,0,27,163
wapo,0,21,39
cbc,0,11,39
startribune,0,9,10
missionlocal,0,7,31
48hills,0,2,10
toi,0,0,0
