source,1h,24h,7d
nyt,8,80,240
wsj,7,83,264
nypost,5,53,79
bbc,3,52,206
chitri,2,19,139
48hills,1,3,10
latimes,0,12,146
wapo,0,12,18
startribune,0,10,10
cbc,0,7,40
missionlocal,0,2,31
eltecolote,0,0,0
toi,0,0,0
