source,1h,24h,7d
nyt,1,174,332
nypost,1,61,78
wsj,0,110,266
bbc,0,96,235
latimes,0,23,164
cbc,0,21,37
wapo,0,19,29
startribune,0,10,10
48hills,0,5,10
missionlocal,0,3,27
eltecolote,0,0,1
toi,0,0,0
