source,1h,24h,7d
nyt,11,155,277
nypost,4,71,80
wsj,3,105,243
bbc,1,84,213
cbc,1,15,38
wapo,1,14,25
startribune,1,8,8
latimes,0,17,138
missionlocal,0,6,31
48hills,0,1,10
eltecolote,0,0,1
toi,0,0,0
