source,1h,24h,7d
nyt,16,132,270
nypost,9,72,80
wsj,8,105,245
bbc,2,73,216
missionlocal,2,6,29
cbc,1,17,39
startribune,1,10,10
latimes,0,27,138
wapo,0,9,15
48hills,0,5,10
eltecolote,0,0,2
toi,0,0,0
