source,1h,24h,7d
nyt,21,186,313
bbc,15,88,212
wsj,14,120,261
nypost,11,68,79
startribune,3,10,10
wapo,2,34,55
latimes,1,34,136
chitri,0,25,141
cbc,0,15,39
missionlocal,0,7,31
48hills,0,3,10
eltecolote,0,0,0
toi,0,0,0
