source,1h,24h,7d
nyt,0,171,286
bbc,0,87,240
wsj,0,84,238
nypost,0,66,77
wapo,0,34,78
latimes,0,24,163
cbc,0,18,37
startribune,0,10,10
missionlocal,0,8,31
48hills,0,1,10
eltecolote,0,0,1
toi,0,0,0
