source,1h,24h,7d
nyt,0,162,276
wsj,0,83,245
bbc,0,77,206
nypost,0,62,80
latimes,0,33,147
cbc,0,17,40
startribune,0,10,10
wapo,0,9,21
missionlocal,0,5,31
eltecolote,0,1,2
48hills,0,0,10
toi,0,0,0
