source,1h,24h,7d
nyt,15,101,235
nypost,6,65,80
wsj,2,70,211
bbc,2,61,172
cbc,1,9,30
latimes,0,19,94
wapo,0,17,32
startribune,0,8,8
48hills,0,4,10
missionlocal,0,3,22
eltecolote,0,2,3
toi,0,0,0
