source,1h,24h,7d
nyt,0,138,293
wsj,0,98,257
bbc,0,79,210
nypost,0,55,80
latimes,0,16,130
wapo,0,11,17
cbc,0,10,40
startribune,0,10,10
missionlocal,0,4,31
48hills,0,3,10
eltecolote,0,0,3
toi,0,0,0
