source,1h,24h,7d
nypost,10,70,79
wsj,6,93,238
nyt,4,145,286
bbc,2,89,216
latimes,0,33,160
wapo,0,22,39
cbc,0,13,39
startribune,0,10,10
missionlocal,0,6,25
48hills,0,4,10
eltecolote,0,0,1
toi,0,0,0
