source,1h,24h,7d
wsj,5,109,260
bbc,4,97,228
nypost,3,65,79
cbc,2,24,39
chitri,1,27,143
nyt,0,174,307
wapo,0,41,90
latimes,0,35,150
startribune,0,10,10
missionlocal,0,9,31
48hills,0,6,10
eltecolote,0,0,0
toi,0,0,0
