source,1h,24h,7d
nyt,3,90,273
nypost,3,55,80
bbc,2,44,237
wsj,1,40,239
startribune,1,9,10
latimes,0,15,150
cbc,0,7,39
48hills,0,4,10
missionlocal,0,3,31
wapo,0,3,7
eltecolote,0,0,2
toi,0,0,0
