source,1h,24h,7d
wsj,15,81,260
nyt,13,115,287
nypost,8,54,78
startribune,6,10,10
bbc,3,60,222
missionlocal,1,2,31
latimes,0,17,158
cbc,0,12,40
wapo,0,8,14
48hills,0,2,10
eltecolote,0,0,1
toi,0,0,0
