source,1h,24h,7d
nyt,18,100,271
nypost,8,55,80
wsj,8,48,245
bbc,2,43,233
startribune,2,8,8
latimes,1,12,146
wapo,1,8,16
cbc,0,9,38
missionlocal,0,2,31
eltecolote,0,1,3
48hills,0,0,10
toi,0,0,0
