source,1h,24h,7d
nyt,25,149,261
nypost,10,65,79
bbc,8,114,223
wsj,7,101,245
wapo,2,22,43
cbc,1,17,38
startribune,1,10,10
missionlocal,1,6,31
latimes,0,21,155
48hills,0,5,10
eltecolote,0,0,4
toi,0,0,0
