source,1h,24h,7d
nyt,3,78,278
bbc,1,44,220
nypost,0,41,80
wsj,0,28,263
wapo,0,17,32
latimes,0,14,160
cbc,0,13,39
startribune,0,10,10
missionlocal,0,3,31
48hills,0,3,10
eltecolote,0,0,6
toi,0,0,0
