source,1h,24h,7d
bbc,5,54,217
wsj,4,53,199
nyt,3,122,251
nypost,1,73,78
latimes,1,28,156
wapo,0,19,30
cbc,0,12,34
startribune,0,10,10
missionlocal,0,3,31
48hills,0,3,10
eltecolote,0,0,4
toi,0,0,0
