source,1h,24h,7d
nypost,19,75,80
nyt,12,134,279
wsj,5,104,252
bbc,5,80,223
wapo,3,10,17
latimes,2,32,153
cbc,1,21,38
startribune,0,10,10
missionlocal,0,5,31
48hills,0,3,10
eltecolote,0,0,2
toi,0,0,0
